id,year,sex,education,no_kids,health_org,satisf_org,health_std,satisf_std
11050,2003,0,10.5,2,4,8,0.567010283470154,0.477272719144821
11289,2000,0,13,0,5,9,1.59793817996979,1.04545450210571
11289,2001,0,13,0,5,9,1.59793817996979,1.04545450210571
11289,2002,0,13,0,5,10,1.59793817996979,1.61363637447357
11377,2000,1,12,2,4,8,0.567010283470154,0.477272719144821
11377,2001,1,12,2,3,7,-0.463917523622513,-0.0909090936183929
11377,2002,1,12,2,2,6,-1.49484539031982,-0.659090936183929
11377,2003,1,12,2,4,5,0.567010283470154,-1.22727274894714
11377,2004,1,12,2,4,9,0.567010283470154,1.04545450210571
11678,2000,1,11.5,0,4,10,0.567010283470154,1.61363637447357
12002,2000,1,11.5,1,4,7,0.567010283470154,-0.0909090936183929
12002,2001,1,11.5,1,3,8,-0.463917523622513,0.477272719144821
12002,2002,1,11.5,1,4,8,0.567010283470154,0.477272719144821
12002,2003,1,11.5,1,4,8,0.567010283470154,0.477272719144821
12002,2004,1,11.5,1,4,7,0.567010283470154,-0.0909090936183929
12331,2000,0,11,0,2,6,-1.49484539031982,-0.659090936183929
12331,2001,0,11,0,2,5,-1.49484539031982,-1.22727274894714
12331,2002,0,11,0,2,5,-1.49484539031982,-1.22727274894714
12331,2003,0,11,0,2,4,-1.49484539031982,-1.79545450210571
12331,2004,0,11,0,2,4,-1.49484539031982,-1.79545450210571
12599,2000,0,9,3,4,8,0.567010283470154,0.477272719144821
12599,2001,0,9,3,4,7,0.567010283470154,-0.0909090936183929
12599,2002,0,9,3,5,8,1.59793817996979,0.477272719144821
12599,2003,0,,3,4,7,0.567010283470154,-0.0909090936183929
12599,2004,0,,3,5,7,1.59793817996979,-0.0909090936183929
12826,2000,1,10.5,0,2,6,-1.49484539031982,-0.659090936183929
12826,2001,1,10.5,,3,2,-0.463917523622513,-2.93181824684143
12826,2002,1,10.5,,5,7,1.59793817996979,-0.0909090936183929
12826,2003,1,10.5,,5,5,1.59793817996979,-1.22727274894714
12826,2004,1,10.5,,2,5,-1.49484539031982,-1.22727274894714
13024,2000,0,11.5,1,4,9,0.567010283470154,1.04545450210571
13024,2001,0,11.5,1,4,9,0.567010283470154,1.04545450210571
13024,2002,0,11.5,1,4,8,0.567010283470154,0.477272719144821
13024,2004,0,11.5,0,4,7,0.567010283470154,-0.0909090936183929
13219,2000,0,16,0,1,5,-2.52577328681946,-1.22727274894714
13219,2001,0,16,0,1,1,-2.52577328681946,-3.5
13298,2000,0,11,0,4,7,0.567010283470154,-0.0909090936183929
13298,2001,0,11,0,4,7,0.567010283470154,-0.0909090936183929
13298,2002,0,11,0,3,7,-0.463917523622513,-0.0909090936183929
13298,2003,0,11,0,3,7,-0.463917523622513,-0.0909090936183929
13298,2004,0,11,0,4,6,0.567010283470154,-0.659090936183929
13667,2000,1,14,1,3,7,-0.463917523622513,-0.0909090936183929
13702,2003,1,10,0,4,10,0.567010283470154,1.61363637447357
13702,2004,1,10,1,5,9,1.59793817996979,1.04545450210571
13894,2000,0,7,0,1,5,-2.52577328681946,-1.22727274894714
13894,2001,0,7,0,2,5,-1.49484539031982,-1.22727274894714
13894,2002,0,7,0,2,5,-1.49484539031982,-1.22727274894714
13894,2003,0,7,0,2,5,-1.49484539031982,-1.22727274894714
13894,2004,0,7,0,1,4,-2.52577328681946,-1.79545450210571
14146,2000,1,16,2,4,8,0.567010283470154,0.477272719144821
14146,2001,1,16,1,4,8,0.567010283470154,0.477272719144821
14292,2000,1,10.5,0,1,3,-2.52577328681946,-2.36363625526428
14292,2001,1,,0,2,7,-1.49484539031982,-0.0909090936183929
14292,2002,1,,0,2,9,-1.49484539031982,1.04545450210571
14292,2003,1,,0,2,8,-1.49484539031982,0.477272719144821
14292,2004,1,,0,2,7,-1.49484539031982,-0.0909090936183929
14599,2000,1,13,2,4,8,0.567010283470154,0.477272719144821
14599,2001,1,13,2,5,8,1.59793817996979,0.477272719144821
14599,2002,1,13,2,4,9,0.567010283470154,1.04545450210571
14599,2003,1,13,2,4,9,0.567010283470154,1.04545450210571
14599,2004,1,13,2,3,8,-0.463917523622513,0.477272719144821
14736,2000,0,11,0,4,9,0.567010283470154,1.04545450210571
14974,2001,0,13,0,4,9,0.567010283470154,1.04545450210571
14974,2002,0,13,1,3,9,-0.463917523622513,1.04545450210571
14974,2003,0,13,0,3,8,-0.463917523622513,0.477272719144821
14974,2004,0,13,0,2,7,-1.49484539031982,-0.0909090936183929
15086,2000,1,10.5,0,3,7,-0.463917523622513,-0.0909090936183929
15218,2000,0,18,1,3,7,-0.463917523622513,-0.0909090936183929
15218,2001,0,18,1,4,7,0.567010283470154,-0.0909090936183929
15218,2002,0,18,1,3,7,-0.463917523622513,-0.0909090936183929
15218,2003,0,18,1,4,7,0.567010283470154,-0.0909090936183929
15218,2004,0,18,0,4,8,0.567010283470154,0.477272719144821
15433,2000,0,11.5,2,4,8,0.567010283470154,0.477272719144821
15433,2001,0,11.5,2,4,7,0.567010283470154,-0.0909090936183929
15433,2002,0,11.5,1,4,8,0.567010283470154,0.477272719144821
15473,2004,0,18,0,5,8,1.59793817996979,0.477272719144821
15496,2000,1,,1,4,9,0.567010283470154,1.04545450210571
15496,2001,1,,1,4,7,0.567010283470154,-0.0909090936183929
15496,2002,1,10.5,1,4,8,0.567010283470154,0.477272719144821
15702,2000,0,11,0,4,8,0.567010283470154,0.477272719144821
15702,2001,0,11,0,3,8,-0.463917523622513,0.477272719144821
15702,2002,0,11,0,4,10,0.567010283470154,1.61363637447357
15702,2003,0,11,0,4,7,0.567010283470154,-0.0909090936183929
15702,2004,0,11,0,3,8,-0.463917523622513,0.477272719144821
15820,2000,1,9,3,4,8,0.567010283470154,0.477272719144821
15820,2001,1,9,3,4,8,0.567010283470154,0.477272719144821
15820,2002,1,9,3,4,7,0.567010283470154,-0.0909090936183929
15820,2003,1,9,2,3,7,-0.463917523622513,-0.0909090936183929
15820,2004,1,9,1,5,8,1.59793817996979,0.477272719144821
15935,2000,1,9,0,2,8,-1.49484539031982,0.477272719144821
15935,2001,1,9,0,2,7,-1.49484539031982,-0.0909090936183929
15935,2002,1,9,,1,7,-2.52577328681946,-0.0909090936183929
15935,2003,1,9,,2,7,-1.49484539031982,-0.0909090936183929
15935,2004,1,9,,1,7,-2.52577328681946,-0.0909090936183929
16289,2000,1,10.5,2,4,8,0.567010283470154,0.477272719144821
16289,2001,1,10.5,2,4,8,0.567010283470154,0.477272719144821
16292,2000,1,9,0,3,8,-0.463917523622513,0.477272719144821
16292,2001,1,9,0,4,8,0.567010283470154,0.477272719144821
16292,2002,1,9,0,4,8,0.567010283470154,0.477272719144821
16292,2003,1,9,0,3,8,-0.463917523622513,0.477272719144821
16292,2004,1,9,0,2,7,-1.49484539031982,-0.0909090936183929
16371,2001,1,18,0,5,9,1.59793817996979,1.04545450210571
16371,2002,1,18,0,4,7,0.567010283470154,-0.0909090936183929
16371,2003,1,18,0,5,9,1.59793817996979,1.04545450210571
16371,2004,1,18,0,5,7,1.59793817996979,-0.0909090936183929
16475,2000,0,10.5,0,1,5,-2.52577328681946,-1.22727274894714
16475,2001,0,10.5,0,1,2,-2.52577328681946,-2.93181824684143
16475,2002,0,10.5,0,1,5,-2.52577328681946,-1.22727274894714
16475,2003,0,10.5,0,2,6,-1.49484539031982,-0.659090936183929
16475,2004,0,10.5,0,3,6,-0.463917523622513,-0.659090936183929
16514,2000,0,10.5,0,2,10,-1.49484539031982,1.61363637447357
16514,2001,0,10.5,0,1,10,-2.52577328681946,1.61363637447357
16514,2002,0,10.5,0,1,3,-2.52577328681946,-2.36363625526428
16514,2003,0,10.5,0,1,3,-2.52577328681946,-2.36363625526428
16514,2004,0,10.5,0,1,2,-2.52577328681946,-2.93181824684143
16729,2000,1,11,0,2,7,-1.49484539031982,-0.0909090936183929
16729,2001,1,11,0,3,7,-0.463917523622513,-0.0909090936183929
16729,2002,1,11,0,3,8,-0.463917523622513,0.477272719144821
16729,2003,1,11,0,3,8,-0.463917523622513,0.477272719144821
16936,2000,1,10.5,1,4,9,0.567010283470154,1.04545450210571
17250,2000,0,11,0,2,7,-1.49484539031982,-0.0909090936183929
17250,2001,0,11,0,2,5,-1.49484539031982,-1.22727274894714
17437,2000,0,10.5,1,2,5,-1.49484539031982,-1.22727274894714
17437,2001,0,10.5,1,3,4,-0.463917523622513,-1.79545450210571
17437,2002,0,10.5,,2,3,-1.49484539031982,-2.36363625526428
17437,2003,0,10.5,,2,5,-1.49484539031982,-1.22727274894714
17437,2004,0,10.5,,3,3,-0.463917523622513,-2.36363625526428
17456,2000,0,10.5,2,4,8,0.567010283470154,0.477272719144821
17456,2001,0,10.5,2,3,9,-0.463917523622513,1.04545450210571
17456,2002,0,10.5,,3,8,-0.463917523622513,0.477272719144821
17456,2003,0,10.5,,3,8,-0.463917523622513,0.477272719144821
17456,2004,0,10.5,,3,8,-0.463917523622513,0.477272719144821
17743,2000,1,10.5,0,2,6,-1.49484539031982,-0.659090936183929
17743,2001,1,10.5,0,3,7,-0.463917523622513,-0.0909090936183929
17743,2002,1,10.5,0,2,7,-1.49484539031982,-0.0909090936183929
17743,2003,1,10.5,0,4,10,0.567010283470154,1.61363637447357
17743,2004,1,10.5,0,3,5,-0.463917523622513,-1.22727274894714
17971,2000,1,7,0,3,7,-0.463917523622513,-0.0909090936183929
17971,2001,1,7,0,2,7,-1.49484539031982,-0.0909090936183929
17971,2002,1,7,0,3,8,-0.463917523622513,0.477272719144821
17971,2003,1,7,0,3,7,-0.463917523622513,-0.0909090936183929
17971,2004,1,7,0,3,7,-0.463917523622513,-0.0909090936183929
18261,2000,1,,0,3,5,-0.463917523622513,-1.22727274894714
18261,2001,1,,0,3,8,-0.463917523622513,0.477272719144821
18261,2002,1,,0,3,4,-0.463917523622513,-1.79545450210571
18261,2003,1,,0,3,4,-0.463917523622513,-1.79545450210571
18261,2004,1,,0,3,4,-0.463917523622513,-1.79545450210571
18428,2000,0,18,2,4,8,0.567010283470154,0.477272719144821
18428,2001,0,18,2,4,7,0.567010283470154,-0.0909090936183929
18575,2000,0,9,0,5,8,1.59793817996979,0.477272719144821
18744,2000,1,11.5,3,3,5,-0.463917523622513,-1.22727274894714
18744,2001,1,11.5,3,3,5,-0.463917523622513,-1.22727274894714
18744,2002,1,11.5,3,3,4,-0.463917523622513,-1.79545450210571
18964,2002,1,9,0,4,7,0.567010283470154,-0.0909090936183929
19314,2000,1,10.5,2,4,9,0.567010283470154,1.04545450210571
19314,2001,1,10.5,2,4,8,0.567010283470154,0.477272719144821
19353,2000,1,10.5,0,3,8,-0.463917523622513,0.477272719144821
19714,2001,1,,2,5,8,1.59793817996979,0.477272719144821
19714,2002,1,,2,5,8,1.59793817996979,0.477272719144821
19714,2003,1,,1,5,8,1.59793817996979,0.477272719144821
19714,2004,1,,1,4,7,0.567010283470154,-0.0909090936183929
19899,2000,0,7,0,2,5,-1.49484539031982,-1.22727274894714
19899,2001,0,7,0,3,7,-0.463917523622513,-0.0909090936183929
19899,2002,0,7,0,1,6,-2.52577328681946,-0.659090936183929
19899,2003,0,7,0,2,5,-1.49484539031982,-1.22727274894714
19899,2004,0,7,0,2,5,-1.49484539031982,-1.22727274894714
19938,2000,0,16,2,5,9,1.59793817996979,1.04545450210571
19938,2001,0,16,2,5,8,1.59793817996979,0.477272719144821
19938,2002,0,16,2,5,8,1.59793817996979,0.477272719144821
19938,2003,0,16,2,5,7,1.59793817996979,-0.0909090936183929
19938,2004,0,16,2,5,8,1.59793817996979,0.477272719144821
19949,2000,1,12,0,4,6,0.567010283470154,-0.659090936183929
19949,2001,1,12,0,5,8,1.59793817996979,0.477272719144821
19949,2002,1,12,0,4,8,0.567010283470154,0.477272719144821
19949,2003,1,12,0,4,8,0.567010283470154,0.477272719144821
19949,2004,1,12,0,4,7,0.567010283470154,-0.0909090936183929
20050,2004,1,13,3,4,7,0.567010283470154,-0.0909090936183929
20315,2000,1,10.5,0,1,7,-2.52577328681946,-0.0909090936183929
20315,2001,1,10.5,0,2,5,-1.49484539031982,-1.22727274894714
20315,2002,1,10.5,0,2,7,-1.49484539031982,-0.0909090936183929
20315,2003,1,10.5,0,2,7,-1.49484539031982,-0.0909090936183929
20315,2004,1,10.5,0,3,7,-0.463917523622513,-0.0909090936183929
20652,2000,0,9,1,5,8,1.59793817996979,0.477272719144821
20652,2002,0,9,1,3,4,-0.463917523622513,-1.79545450210571
20652,2003,0,9,1,3,5,-0.463917523622513,-1.22727274894714
20652,2004,0,9,1,4,6,0.567010283470154,-0.659090936183929
20828,2000,0,12,0,4,8,0.567010283470154,0.477272719144821
20828,2001,0,12,0,4,8,0.567010283470154,0.477272719144821
20828,2002,0,12,0,4,7,0.567010283470154,-0.0909090936183929
20828,2003,0,12,0,4,7,0.567010283470154,-0.0909090936183929
20828,2004,0,12,0,4,8,0.567010283470154,0.477272719144821
20936,2000,0,10.5,0,4,9,0.567010283470154,1.04545450210571
20936,2001,0,10.5,0,4,9,0.567010283470154,1.04545450210571
20936,2002,0,10.5,0,4,9,0.567010283470154,1.04545450210571
20936,2003,0,10.5,0,4,9,0.567010283470154,1.04545450210571
20936,2004,0,10.5,0,5,9,1.59793817996979,1.04545450210571
21227,2000,0,9,0,4,8,0.567010283470154,0.477272719144821
21227,2001,0,9,0,4,8,0.567010283470154,0.477272719144821
21227,2002,0,9,0,4,8,0.567010283470154,0.477272719144821
21227,2003,0,9,0,4,8,0.567010283470154,0.477272719144821
